Code,Name,Year,Population
E09000032,Wandsworth,2017,319731
E09000032,Wandsworth,2018,324400
E09000032,Wandsworth,2019,328828
E09000032,Wandsworth,2020,332731
E09000032,Wandsworth,2021,337783
E09000032,Wandsworth,2022,343147
E09000032,Wandsworth,2023,348272
E09000032,Wandsworth,2024,353279
E09000032,Wandsworth,2025,357242
E09000032,Wandsworth,2026,361424
E09000032,Wandsworth,2027,365513
E09000032,Wandsworth,2028,369457
E09000032,Wandsworth,2029,373443
E09000032,Wandsworth,2030,377297
E09000032,Wandsworth,2031,380479
E09000032,Wandsworth,2032,383228
E09000032,Wandsworth,2033,385749
E09000032,Wandsworth,2034,388190
E09000032,Wandsworth,2035,390893
E09000032,Wandsworth,2036,393046
E09000032,Wandsworth,2037,394943
E09000032,Wandsworth,2038,396770
E09000032,Wandsworth,2039,398541
E09000032,Wandsworth,2040,400021
E09000032,Wandsworth,2041,401574
E09000032,Wandsworth,2042,402563
E09000032,Wandsworth,2043,403016
E09000032,Wandsworth,2044,403368
E09000032,Wandsworth,2045,403720
E09000032,Wandsworth,2046,404091
E09000032,Wandsworth,2047,404340
E09000032,Wandsworth,2048,404511
E09000032,Wandsworth,2049,404842
E09000032,Wandsworth,2050,405231
E09000033,Westminster,1999,189233
E09000033,Westminster,2000,196478
E09000033,Westminster,2001,203329
E09000033,Westminster,2002,208100
E09000033,Westminster,2003,211009
E09000033,Westminster,2004,214557
E09000033,Westminster,2005,223132
E09000033,Westminster,2006,222829
E09000033,Westminster,2007,220619
E09000033,Westminster,2008,218673
E09000033,Westminster,2009,216980
E09000033,Westminster,2010,217187
E09000033,Westminster,2011,219582
E09000033,Westminster,2012,223858
E09000033,Westminster,2013,226841
E09000033,Westminster,2014,233292
E09000033,Westminster,2015,242299
E09000033,Westminster,2016,247614
E09000033,Westminster,2017,250049
E09000033,Westminster,2018,254375
E09000033,Westminster,2019,258511
E09000033,Westminster,2020,259981
E09000033,Westminster,2021,262317
E09000033,Westminster,2022,264875
E09000033,Westminster,2023,267274
E09000033,Westminster,2024,269593
E09000033,Westminster,2025,270541
E09000033,Westminster,2026,271648
E09000033,Westminster,2027,272691
E09000033,Westminster,2028,273591
E09000033,Westminster,2029,273689
E09000033,Westminster,2030,274812
E09000033,Westminster,2031,275466
E09000033,Westminster,2032,275822
E09000033,Westminster,2033,276176
E09000033,Westminster,2034,276568
E09000033,Westminster,2035,277692
E09000033,Westminster,2036,279020
E09000033,Westminster,2037,280411
E09000033,Westminster,2038,281808
E09000033,Westminster,2039,283163
E09000033,Westminster,2040,284297
E09000033,Westminster,2041,285280
E09000033,Westminster,2042,286840
E09000033,Westminster,2043,288539
E09000033,Westminster,2044,290289
E09000033,Westminster,2045,291439
E09000033,Westminster,2046,291682
E09000033,Westminster,2047,291839
E09000033,Westminster,2048,291944
E09000033,Westminster,2049,292153
E09000033,Westminster,2050,292403
E12000007,London,1999,7153912
E12000007,London,2000,7236712
E12000007,London,2001,7322403
E12000007,London,2002,7376671
E12000007,London,2003,7394817
E12000007,London,2004,7432730
E12000007,London,2005,7519009
E12000007,London,2006,7597825
E12000007,London,2007,7693473
E12000007,London,2008,7812161
E12000007,London,2009,7942594
E12000007,London,2010,8061495
E12000007,Greater London,2011,8217475
E12000007,Greater London,2012,8321035
E12000007,Greater London,2013,8428809
E12000007,Greater London,2014,8550555
E12000007,Greater London,2015,8685178
E12000007,Greater London,2016,8798957
E12000007,Greater London,2017,8904004
E12000007,Greater London,2018,9006352
E12000007,Greater London,2019,9106157
E12000007,Greater London,2020,9203331
E12000007,Greater London,2021,9298024
E12000007,Greater London,2022,9390069
E12000007,Greater London,2023,9479610
E12000007,Greater London,2024,9566482
E12000007,Greater London,2025,9650677
E12000007,Greater London,2026,9732425
E12000007,Greater London,2027,9811952
E12000007,Greater London,2028,9889686
E12000007,Greater London,2029,9965796
E12000007,Greater London,2030,10040425
E12000007,Greater London,2031,10113738
E12000007,Greater London,2032,10186039
E12000007,Greater London,2033,10257460
E12000007,Greater London,2034,10327806
E12000007,Greater London,2035,10396960
E12000007,Greater London,2036,10464787
E12000007,Greater London,2037,10531109
E12000007,Greater London,2038,10596112
E12000007,Greater London,2039,10659260
E12000007,Greater London,2040,10718734
E12000007,Greater London,2041,10776412
E12000007,Greater London,2042,10832266
E12000007,Greater London,2043,10886271
E12000007,Greater London,2044,10938319
E12000007,Greater London,2045,10988367
E12000007,Greater London,2046,11036383
E12000007,Greater London,2047,11082365
E12000007,Greater London,2048,11126313
E12000007,Greater London,2049,11168255
E12000007,Greater London,2050,11208247
E13000001,Inner London,1999,2750716
E13000001,Inner London,2000,2804949
E13000001,Inner London,2001,2859375
E13000001,Inner London,2002,2890923
E13000001,Inner London,2003,2898563
E13000001,Inner London,2004,2915912
E13000001,Inner London,2005,2957048
E13000001,Inner London,2006,2989670
E13000001,Inner London,2007,3030764
E13000001,Inner London,2008,3078914
E13000001,Inner London,2009,3134393
E13000001,Inner London,2010,3179428
E13000001,Inner London,2011,3247768
E13000001,Inner London,2012,3291231
E13000001,Inner London,2013,3341307
E13000001,Inner London,2014,3401119
E13000001,Inner London,2015,3477121
E13000001,Inner London,2016,3534009
E13000001,Inner London,2017,3575589
E13000001,Inner London,2018,3624536
E13000001,Inner London,2019,3673880
E13000001,Inner London,2020,3710562
E13000001,Inner London,2021,3746932
E13000001,Inner London,2022,3781965
E13000001,Inner London,2023,3816382
E13000001,Inner London,2024,3848906
E13000001,Inner London,2025,3885100
E13000001,Inner London,2026,3920962
E13000001,Inner London,2027,3955071
E13000001,Inner London,2028,3986417
E13000001,Inner London,2029,4015872
E13000001,Inner London,2030,4049393
E13000001,Inner London,2031,4082434
E13000001,Inner London,2032,4114059
E13000001,Inner London,2033,4144976
E13000001,Inner London,2034,4175372
E13000001,Inner London,2035,4204730
E13000001,Inner London,2036,4232419
E13000001,Inner London,2037,4258620
E13000001,Inner London,2038,4284516
E13000001,Inner London,2039,4309687
E13000001,Inner London,2040,4333810
E13000001,Inner London,2041,4357534
E13000001,Inner London,2042,4380025
E13000001,Inner London,2043,4401710
E13000001,Inner London,2044,4422228
E13000001,Inner London,2045,4442649
E13000001,Inner London,2046,4463189
E13000001,Inner London,2047,4483576
E13000001,Inner London,2048,4503392
E13000001,Inner London,2049,4520728
E13000001,Inner London,2050,4536953
E13000002,Outer London,1999,4403196
E13000002,Outer London,2000,4431763
E13000002,Outer London,2001,4463028
E13000002,Outer London,2002,4485748
E13000002,Outer London,2003,4496254
E13000002,Outer London,2004,4516818
E13000002,Outer London,2005,4561961
E13000002,Outer London,2006,4608155
E13000002,Outer London,2007,4662709
E13000002,Outer London,2008,4733247
E13000002,Outer London,2009,4808201
E13000002,Outer London,2010,4882067
E13000002,Outer London,2011,4969707
E13000002,Outer London,2012,5029804
E13000002,Outer London,2013,5087502
E13000002,Outer London,2014,5149436
E13000002,Outer London,2015,5208057
E13000002,Outer London,2016,5264948
E13000002,Outer London,2017,5328414
E13000002,Outer London,2018,5381816
E13000002,Outer London,2019,5432277
E13000002,Outer London,2020,5492769
E13000002,Outer London,2021,5551092
E13000002,Outer London,2022,5608104
E13000002,Outer London,2023,5663228
E13000002,Outer London,2024,5717576
E13000002,Outer London,2025,5765576
E13000002,Outer London,2026,5811462
E13000002,Outer London,2027,5856881
E13000002,Outer London,2028,5903269
E13000002,Outer London,2029,5949924
E13000002,Outer London,2030,5991032
E13000002,Outer London,2031,6031304
E13000002,Outer London,2032,6071980
E13000002,Outer London,2033,6112484
E13000002,Outer London,2034,6152435
E13000002,Outer London,2035,6192230
E13000002,Outer London,2036,6232369
E13000002,Outer London,2037,6272489
E13000002,Outer London,2038,6311596
E13000002,Outer London,2039,6349573
E13000002,Outer London,2040,6384923
E13000002,Outer London,2041,6418878
E13000002,Outer London,2042,6452241
E13000002,Outer London,2043,6484561
E13000002,Outer London,2044,6516091
E13000002,Outer London,2045,6545718
E13000002,Outer London,2046,6573194
E13000002,Outer London,2047,6598789
E13000002,Outer London,2048,6622921
E13000002,Outer London,2049,6647527
E13000002,Outer London,2050,6671295
